"Indicador","Fuente","País","Año","Valor","Unidad"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2005","16431.616078509","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2005","2007","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2005","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2005","29","MW"
"Capacidad instalada por fuente","Solar","Brasil","2005","0","MW"
"Capacidad instalada por fuente","Otros","Brasil","2005","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2005","3338.3839214909","MW"
"Capacidad instalada por fuente","Total","Brasil","2005","92865.1","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2006","73678","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2006","16669.644799126","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2006","2007","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2006","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2006","237","MW"
"Capacidad instalada por fuente","Solar","Brasil","2006","0","MW"
"Capacidad instalada por fuente","Otros","Brasil","2006","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2006","3702.3552008742","MW"
"Capacidad instalada por fuente","Total","Brasil","2006","96294","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2007","76869","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2007","17125.8031185","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2007","2007","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2007","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2007","247","MW"
"Capacidad instalada por fuente","Solar","Brasil","2007","0","MW"
"Capacidad instalada por fuente","Otros","Brasil","2007","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2007","4103.189","MW"
"Capacidad instalada por fuente","Total","Brasil","2007","100351.9921185","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2008","77545","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2008","17944.854815303","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2008","2007","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2008","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2008","398","MW"
"Capacidad instalada por fuente","Solar","Brasil","2008","0","MW"
"Capacidad instalada por fuente","Otros","Brasil","2008","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2008","5054.1451846971","MW"
"Capacidad instalada por fuente","Total","Brasil","2008","102949","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2009","78610","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2009","17632.723566491","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2009","2007","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2009","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2009","602","MW"
"Capacidad instalada por fuente","Solar","Brasil","2009","0","MW"
"Capacidad instalada por fuente","Otros","Brasil","2009","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2009","5717.2764335091","MW"
"Capacidad instalada por fuente","Total","Brasil","2009","104569","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2010","80703.11765","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2010","21761.753439244","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2010","2007","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2010","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2010","926.8862","MW"
"Capacidad instalada por fuente","Solar","Brasil","2010","1","MW"
"Capacidad instalada por fuente","Otros","Brasil","2010","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2010","7927.186","MW"
"Capacidad instalada por fuente","Total","Brasil","2010","113326.94328924","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2011","82459","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2011","22214.734051806","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2011","2007","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2011","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2011","1425.6","MW"
"Capacidad instalada por fuente","Solar","Brasil","2011","1","MW"
"Capacidad instalada por fuente","Otros","Brasil","2011","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2011","9027.7659481943","MW"
"Capacidad instalada por fuente","Total","Brasil","2011","117135.1","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2012","84294","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2012","22855.039738627","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2012","2007","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2012","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2012","1894","MW"
"Capacidad instalada por fuente","Solar","Brasil","2012","2","MW"
"Capacidad instalada por fuente","Otros","Brasil","2012","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2012","9922.960261373","MW"
"Capacidad instalada por fuente","Total","Brasil","2012","120975","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2013","86018","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2013","24926.727512838","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2013","1990","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2013","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2013","2202","MW"
"Capacidad instalada por fuente","Solar","Brasil","2013","5","MW"
"Capacidad instalada por fuente","Otros","Brasil","2013","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2013","11601.272487162","MW"
"Capacidad instalada por fuente","Total","Brasil","2013","126743","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2014","89192.838","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2014","25485.7076","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2014","1990","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2014","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2014","4888","MW"
"Capacidad instalada por fuente","Solar","Brasil","2014","15","MW"
"Capacidad instalada por fuente","Otros","Brasil","2014","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2014","12341.2924","MW"
"Capacidad instalada por fuente","Total","Brasil","2014","133912.838","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2015","91649.71974","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2015","26307.191259571","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2015","1990","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2015","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2015","7632.732","MW"
"Capacidad instalada por fuente","Solar","Brasil","2015","31.3469184","MW"
"Capacidad instalada por fuente","Otros","Brasil","2015","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2015","13256.62465","MW"
"Capacidad instalada por fuente","Total","Brasil","2015","140867.61456797","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2016","96924.99831","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2016","27146.444824801","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2016","1990","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2016","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2016","10128.94222","MW"
"Capacidad instalada por fuente","Solar","Brasil","2016","84.76142","MW"
"Capacidad instalada por fuente","Otros","Brasil","2016","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2016","14146.907519395","MW"
"Capacidad instalada por fuente","Total","Brasil","2016","150422.0542942","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2017","100319","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2017","27165.195642286","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2017","1990","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2017","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2017","12293.24286","MW"
"Capacidad instalada por fuente","Solar","Brasil","2017","1096.32463","MW"
"Capacidad instalada por fuente","Otros","Brasil","2017","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2017","14716.24050392","MW"
"Capacidad instalada por fuente","Total","Brasil","2017","157580.00363621","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2018","104198.29331","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2018","25736.81372","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2018","1990","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2018","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2018","14400.3144","MW"
"Capacidad instalada por fuente","Solar","Brasil","2018","2360.31505","MW"
"Capacidad instalada por fuente","Otros","Brasil","2018","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2018","14824.06509","MW"
"Capacidad instalada por fuente","Total","Brasil","2018","163509.80157","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2019","109154.8576","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2019","26246.07582","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2019","1990","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2019","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2019","15388.21372","MW"
"Capacidad instalada por fuente","Solar","Brasil","2019","4465.48307","MW"
"Capacidad instalada por fuente","Otros","Brasil","2019","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2019","15035.50881","MW"
"Capacidad instalada por fuente","Total","Brasil","2019","172280.13902","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2020","109294.05105","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2020","27756.72762","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2020","1990","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2020","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2020","17146.12821","MW"
"Capacidad instalada por fuente","Solar","Brasil","2020","7922.21937","MW"
"Capacidad instalada por fuente","Otros","Brasil","2020","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2020","15395.64319","MW"
"Capacidad instalada por fuente","Total","Brasil","2020","179504.76944","MW"
"Capacidad instalada por fuente","Hidro","Brasil","2021","109413.20931","MW"
"Capacidad instalada por fuente","Térmica no renovable","Brasil","2021","28976.72332","MW"
"Capacidad instalada por fuente","Nuclear","Brasil","2021","1990","MW"
"Capacidad instalada por fuente","Geotermia","Brasil","2021","","MW"
"Capacidad instalada por fuente","Eólica","Brasil","2021","20786.11681","MW"
"Capacidad instalada por fuente","Solar","Brasil","2021","13403.56574","MW"
"Capacidad instalada por fuente","Otros","Brasil","2021","","MW"
"Capacidad instalada por fuente","Térmica renovable","Brasil","2021","16004.87962","MW"
"Capacidad instalada por fuente","Total","Brasil","2021","190574.4948","MW"
"Capacidad instalada por fuente","Hidro","Caribe","2000","729.286","MW"
"Capacidad instalada por fuente","Térmica no renovable","Caribe","2000","8407.192","MW"
"Capacidad instalada por fuente","Nuclear","Caribe","2000","","MW"
"Capacidad instalada por fuente","Geotermia","Caribe","2000","","MW"
"Capacidad instalada por fuente","Eólica","Caribe","2000","0.008133","MW"
"Capacidad instalada por fuente","Solar","Caribe","2000","0.011","MW"
"Capacidad instalada por fuente","Otros","Caribe","2000","","MW"
"Capacidad instalada por fuente","Térmica renovable","Caribe","2000","873.9","MW"
"Capacidad instalada por fuente","Total","Caribe","2000","10010.397133","MW"
"Capacidad instalada por fuente","Hidro","Caribe","2001","739.286","MW"
"Capacidad instalada por fuente","Térmica no renovable","Caribe","2001","8825.252","MW"
"Capacidad instalada por fuente","Nuclear","Caribe","2001","","MW"
"Capacidad instalada por fuente","Geotermia","Caribe","2001","","MW"
"Capacidad instalada por fuente","Eólica","Caribe","2001","0.008133","MW"
"Capacidad instalada por fuente","Solar","Caribe","2001","0.011","MW"
"Capacidad instalada por fuente","Otros","Caribe","2001","","MW"
"Capacidad instalada por fuente","Térmica renovable","Caribe","2001","928.4","MW"
"Capacidad instalada por fuente","Total","Caribe","2001","10492.957133","MW"
"Capacidad instalada por fuente","Hidro","Caribe","2002","790.386","MW"
"Capacidad instalada por fuente","Térmica no renovable","Caribe","2002","8828.179","MW"
"Capacidad instalada por fuente","Nuclear","Caribe","2002","","MW"
"Capacidad instalada por fuente","Geotermia","Caribe","2002","","MW"
"Capacidad instalada por fuente","Eólica","Caribe","2002","0.50813299999955","MW"
"Capacidad instalada por fuente","Solar","Caribe","2002","0.011","MW"
"Capacidad instalada por fuente","Otros","Caribe","2002","","MW"
"Capacidad instalada por fuente","Térmica renovable","Caribe","2002","595.9","MW"
"Capacidad instalada por fuente","Total","Caribe","2002","10214.984133","MW"
"Capacidad instalada por fuente","Hidro","Caribe","2003","790.286","MW"
"Capacidad instalada por fuente","Térmica no renovable","Caribe","2003","9229.759","MW"
"Capacidad instalada por fuente","Nuclear","Caribe","2003","","MW"
"Capacidad instalada por fuente","Geotermia","Caribe","2003","","MW"
"Capacidad instalada por fuente","Eólica","Caribe","2003","0.508133","MW"
"Capacidad instalada por fuente","Solar","Caribe","2003","0.017096","MW"
"Capacidad instalada por fuente","Otros","Caribe","2003","","MW"
"Capacidad instalada por fuente","Térmica renovable","Caribe","2003","686.3","MW"
"Capacidad instalada por fuente","Total","Caribe","2003","10706.870229","MW"
"Capacidad instalada por fuente","Hidro","Caribe","2004","789.786","MW"
"Capacidad instalada por fuente","Térmica no renovable","Caribe","2004","9070.159","MW"
"Capacidad instalada por fuente","Nuclear","Caribe","2004","","MW"
"Capacidad instalada por fuente","Geotermia","Caribe","2004","","MW"
"Capacidad instalada por fuente","Eólica","Caribe","2004","21.208133","MW"
"Capacidad instalada por fuente","Solar","Caribe","2004","0.017096","MW"
"Capacidad instalada por fuente","Otros","Caribe","2004","","MW"
"Capacidad instalada por fuente","Térmica renovable","Caribe","2004","483.8","MW"
"Capacidad instalada por fuente","Total","Caribe","2004","10364.970229","MW"
"Capacidad instalada por fuente","Hidro","Caribe","2005","779.486","MW"
"Capacidad instalada por fuente","Térmica no renovable","Caribe","2005","9279.855","MW"
"Capacidad instalada por fuente","Nuclear","Caribe","2005","","MW"
"Capacidad instalada por fuente","Geotermia","Caribe","2005","","MW"
"Capacidad instalada por fuente","Eólica","Caribe","2005","21.208133","MW"
"Capacidad instalada por fuente","Solar","Caribe","2005","0.218104","MW"
"Capacidad instalada por fuente","Otros","Caribe","2005","","MW"
"Capacidad instalada por fuente","Térmica renovable","Caribe","2005","701.1","MW"
"Capacidad instalada por fuente","Total","Caribe","2005","10781.867237","MW"
