Indicador,Fuente,ISO Alfa3,ISO N,Código,País,Año,Valor,Unidad
Capacidad instalada por fuente,Total,CRI,188,América Latina,Costa Rica,2020,"3537,178",MW
Capacidad instalada por fuente,Hidro,CRI,188,América Latina,Costa Rica,2021,"2330,888",MW
Capacidad instalada por fuente,Térmica no renovable,CRI,188,América Latina,Costa Rica,2021,"425,962",MW
Capacidad instalada por fuente,Nuclear,CRI,188,América Latina,Costa Rica,2021,,MW
Capacidad instalada por fuente,Geotermia,CRI,188,América Latina,Costa Rica,2021,"258,84",MW
Capacidad instalada por fuente,Eólica,CRI,188,América Latina,Costa Rica,2021,"390,215",MW
Capacidad instalada por fuente,Solar,CRI,188,América Latina,Costa Rica,2021,"5,4",MW
Capacidad instalada por fuente,Otros,CRI,188,América Latina,Costa Rica,2021,,MW
Capacidad instalada por fuente,Térmica renovable,CRI,188,América Latina,Costa Rica,2021,71,MW
Capacidad instalada por fuente,Total,CRI,188,América Latina,Costa Rica,2021,"3482,305",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2000,"57,4",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2000,"3379,2",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2000,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2000,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2000,0,MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2000,0,MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2000,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2000,"849,9",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2000,"4286,5",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2001,"57,4",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2001,"3449,1",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2001,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2001,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2001,0,MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2001,0,MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2001,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2001,"904,4",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2001,"4410,9",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2002,"57,4",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2002,"3329,8",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2002,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2002,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2002,"0,5",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2002,0,MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2002,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2002,"571,9",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2002,"3959,6",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2003,"57,4",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2003,"3244,8",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2003,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2003,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2003,"0,5",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2003,0,MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2003,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2003,"662,3",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2003,3965,MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2004,"58,5",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2004,"3244,7",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2004,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2004,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2004,"0,5",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2004,0,MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2004,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2004,"459,8",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2004,"3763,5",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2005,"48,2",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2005,"3549,3",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2005,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2005,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2005,"0,5",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2005,0,MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2005,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2005,"677,1",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2005,"4275,1",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2006,"48,2",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2006,"4682,3",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2006,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2006,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2006,"0,5",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2006,0,MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2006,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2006,445,MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2006,5176,MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2007,"40,9",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2007,"4842,5",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2007,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2007,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2007,0,MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2007,0,MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2007,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2007,546,MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2007,"5429,4",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2008,"60,1",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2008,"4782,8",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2008,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2008,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2008,"7,5",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2008,0,MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2008,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2008,546,MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2008,"5396,4",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2009,"57,9",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2009,"4938,5",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2009,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2009,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2009,"7,6",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2009,0,MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2009,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2009,546,MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2009,5550,MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2010,"62,5",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2010,"5232,8",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2010,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2010,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2010,"9,3",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2010,0,MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2010,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2010,548,MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2010,"5852,6",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2011,65,MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2011,"5293,8",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2011,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2011,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2011,12,MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2011,"0,1",MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2011,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2011,543,MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2011,"5913,9",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2012,"62,1",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2012,"5106,2",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2012,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2012,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2012,"11,8",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2012,0,MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2012,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2012,519,MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2012,"5699,1",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2013,"62,8",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2013,"5372,4",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2013,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2013,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2013,"11,75",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2013,"9,95",MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2013,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2013,"469,6",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2013,"5926,5",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2014,"62,8",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2014,"5606,84",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2014,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2014,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2014,"11,75",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2014,"11,05",MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2014,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2014,"498,96",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2014,"6191,4",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2015,"62,8",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2015,"5686,84",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2015,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2015,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2015,"11,75",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2015,"21,75",MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2015,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2015,"530,36",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2015,"6313,5",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2016,"65,9",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2016,"5845,74",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2016,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2016,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2016,"11,75",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2016,"34,85",MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2016,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2016,"495,36",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2016,"6453,6",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2017,"65,9",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2017,"5791,513",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2017,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2017,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2017,"11,75",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2017,"73,35",MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2017,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2017,"533,287",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2017,"6475,8",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2018,64,MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2018,"5902,485",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2018,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2018,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2018,"11,8",MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2018,"127,2",MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2018,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2018,"555,635",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2018,"6661,12",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2019,64,MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2019,"5434,2",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2019,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2019,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2019,12,MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2019,"147,2",MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2019,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2019,"850,4",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2019,"6507,8",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2020,"64,6",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2020,"5413,736",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2020,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2020,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2020,12,MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2020,"209,5",MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2020,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2020,"960,624",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2020,"6660,46",MW
Capacidad instalada por fuente,Hidro,CUB,192,América Latina,Cuba,2021,"64,6",MW
Capacidad instalada por fuente,Térmica no renovable,CUB,192,América Latina,Cuba,2021,"5499,513",MW
Capacidad instalada por fuente,Nuclear,CUB,192,América Latina,Cuba,2021,,MW
Capacidad instalada por fuente,Geotermia,CUB,192,América Latina,Cuba,2021,,MW
Capacidad instalada por fuente,Eólica,CUB,192,América Latina,Cuba,2021,12,MW
Capacidad instalada por fuente,Solar,CUB,192,América Latina,Cuba,2021,"229,8",MW
Capacidad instalada por fuente,Otros,CUB,192,América Latina,Cuba,2021,,MW
Capacidad instalada por fuente,Térmica renovable,CUB,192,América Latina,Cuba,2021,"961,347",MW
Capacidad instalada por fuente,Total,CUB,192,América Latina,Cuba,2021,"6767,26",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2000,"1714,621",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2000,"1666,4636",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2000,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2000,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2000,0,MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2000,0,MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2000,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2000,0,MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2000,"3381,0846",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2001,"1737,821",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2001,"1506,2636",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2001,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2001,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2001,0,MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2001,0,MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2001,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2001,0,MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2001,"3244,0846",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2002,"1745,808",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2002,"1794,7806",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2002,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2002,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2002,0,MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2002,0,MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2002,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2002,0,MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2002,"3540,5886",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2003,"1745,9293",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2003,"1773,1506",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2003,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2003,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2003,0,MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2003,0,MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2003,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2003,0,MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2003,"3519,0799",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2004,"1745,836",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2004,"1774,2804",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2004,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2004,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2004,0,MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2004,0,MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2004,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2004,35,MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2004,"3555,1164",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2005,"1763,536",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2005,"1898,0464",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2005,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2005,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2005,0,MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2005,"0,018",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2005,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2005,"64,8",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2005,"3726,4004",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2006,"1800,726",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2006,"2195,4654",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2006,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2006,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2006,0,MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2006,"0,018",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2006,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2006,"73,8",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2006,"4070,0094",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2007,"2057,083",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2007,"2345,1004",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2007,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2007,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2007,"2,4",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2007,"0,018",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2007,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2007,"73,8",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2007,"4478,4014",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2008,"2056,3344",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2008,"2378,2542",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2008,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2008,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2008,"2,4",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2008,"0,018",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2008,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2008,"106,8",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2008,"4543,8066",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2009,"2059,2482",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2009,"2544,7024",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2009,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2009,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2009,"2,4",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2009,"0,018",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2009,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2009,"106,8",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2009,"4713,1686",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2010,"2242,4153",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2010,"2791,5476",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2010,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2010,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2010,"2,4",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2010,"0,018",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2010,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2010,"101,3",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2010,"5137,6809",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2011,"2234,4103",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2011,"2843,0832",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2011,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2011,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2011,"2,4",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2011,"0,0415",MW
