Indicador,Fuente,ISO Alfa3,ISO N,Código,País,Año,Valor,Unidad
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2013,126743,MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2014,"89192,838",MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2014,"25485,7076",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2014,1990,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2014,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2014,4888,MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2014,15,MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2014,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2014,"12341,2924",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2014,"133912,838",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2015,"91649,71974",MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2015,"26307,19126",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2015,1990,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2015,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2015,"7632,732",MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2015,"31,3469184",MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2015,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2015,"13256,62465",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2015,"140867,6146",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2016,"96924,99831",MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2016,"27146,44482",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2016,1990,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2016,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2016,"10128,94222",MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2016,"84,76142",MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2016,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2016,"14146,90752",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2016,"150422,0543",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2017,100319,MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2017,"27165,19564",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2017,1990,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2017,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2017,"12293,24286",MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2017,"1096,32463",MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2017,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2017,"14716,2405",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2017,"157580,0036",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2018,"104198,2933",MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2018,"25736,81372",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2018,1990,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2018,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2018,"14400,3144",MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2018,"2360,31505",MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2018,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2018,"14824,06509",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2018,"163509,8016",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2019,"109154,8576",MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2019,"26246,07582",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2019,1990,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2019,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2019,"15388,21372",MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2019,"4465,48307",MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2019,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2019,"15035,50881",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2019,"172280,139",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2020,"109294,0511",MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2020,"27756,72762",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2020,1990,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2020,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2020,"17146,12821",MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2020,"7922,21937",MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2020,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2020,"15395,64319",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2020,"179504,7694",MW
Capacidad instalada por fuente,Hidro,BRA,76,América Latina,Brasil,2021,"109413,2093",MW
Capacidad instalada por fuente,Térmica no renovable,BRA,76,América Latina,Brasil,2021,"28976,72332",MW
Capacidad instalada por fuente,Nuclear,BRA,76,América Latina,Brasil,2021,1990,MW
Capacidad instalada por fuente,Geotermia,BRA,76,América Latina,Brasil,2021,,MW
Capacidad instalada por fuente,Eólica,BRA,76,América Latina,Brasil,2021,"20786,11681",MW
Capacidad instalada por fuente,Solar,BRA,76,América Latina,Brasil,2021,"13403,56574",MW
Capacidad instalada por fuente,Otros,BRA,76,América Latina,Brasil,2021,,MW
Capacidad instalada por fuente,Térmica renovable,BRA,76,América Latina,Brasil,2021,"16004,87962",MW
Capacidad instalada por fuente,Total,BRA,76,América Latina,Brasil,2021,"190574,4948",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2000,"729,286",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2000,"8407,192",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2000,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2000,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2000,"0,008133",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2000,"0,011",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2000,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2000,"873,9",MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2000,"10010,39713",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2001,"739,286",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2001,"8825,252",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2001,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2001,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2001,"0,008133",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2001,"0,011",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2001,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2001,"928,4",MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2001,"10492,95713",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2002,"790,386",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2002,"8828,179",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2002,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2002,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2002,"0,508133",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2002,"0,011",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2002,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2002,"595,9",MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2002,"10214,98413",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2003,"790,286",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2003,"9229,759",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2003,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2003,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2003,"0,508133",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2003,"0,017096",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2003,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2003,"686,3",MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2003,"10706,87023",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2004,"789,786",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2004,"9070,159",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2004,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2004,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2004,"21,208133",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2004,"0,017096",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2004,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2004,"483,8",MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2004,"10364,97023",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2005,"779,486",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2005,"9279,855",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2005,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2005,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2005,"21,208133",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2005,"0,218104",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2005,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2005,"701,1",MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2005,"10781,86724",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2006,"784,486",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2006,"10480,415",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2006,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2006,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2006,"21,208133",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2006,"0,225524",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2006,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2006,469,MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2006,"11755,33466",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2007,"777,186",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2007,"10858,615",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2007,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2007,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2007,"20,708133",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2007,"0,654784",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2007,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2007,570,MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2007,"12227,16392",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2008,"799,386",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2008,"10611,585",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2008,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2008,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2008,"28,288133",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2008,"0,737299",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2008,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2008,570,MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2008,"12009,99643",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2009,"848,986",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2009,"10893,52549",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2009,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2009,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2009,"28,388133",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2009,"1,011489",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2009,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2009,600,MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2009,"12371,91112",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2010,"853,586",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2010,"11281,19809",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2010,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2010,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2010,"30,088133",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2010,"2,064589",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2010,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2010,602,MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2010,"12768,93681",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2011,"856,086",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2011,"11818,24257",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2011,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2011,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2011,"86,788133",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2011,"3,867844",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2011,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2011,597,MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2011,"13361,98455",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2012,"943,186",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2012,"12383,75713",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2012,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2012,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2012,"138,59256",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2012,"5,313829",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2012,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2012,573,MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2012,"14043,84952",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2013,"943,886",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2013,"12740,03926",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2013,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2013,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2013,"138,56435",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2013,"16,659085",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2013,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2013,"523,6",MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2013,"14362,74869",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2014,"953,186",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2014,"13020,4695",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2014,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2014,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2014,"138,57",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2014,"27,12479",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2014,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2014,"550,235",MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2014,"14689,58529",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2015,"953,186",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2015,"12950,68862",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2015,,MW
Capacidad instalada por fuente,Geotermia,,,Subregión,Caribe,2015,,MW
Capacidad instalada por fuente,Eólica,,,Subregión,Caribe,2015,"138,57",MW
Capacidad instalada por fuente,Solar,,,Subregión,Caribe,2015,"41,524455",MW
Capacidad instalada por fuente,Otros,,,Subregión,Caribe,2015,,MW
Capacidad instalada por fuente,Térmica renovable,,,Subregión,Caribe,2015,"583,165",MW
Capacidad instalada por fuente,Total,,,Subregión,Caribe,2015,"14667,13407",MW
Capacidad instalada por fuente,Hidro,,,Subregión,Caribe,2016,"956,286",MW
Capacidad instalada por fuente,Térmica no renovable,,,Subregión,Caribe,2016,"12906,45402",MW
Capacidad instalada por fuente,Nuclear,,,Subregión,Caribe,2016,,MW
