"Indicador","Fuente"," ISO Alfa3","ISO  N","Codigo","País","Año","Valor","Unidad"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2016","2.804990398","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2016","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2016","76.585592247537","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2016","1073.3478753167","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2017","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2017","1015.1948128037","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2017","0","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2017","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2017","0.3504","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2017","4.374713924","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2017","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2017","76.868480214215","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2017","1096.7884069419","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2018","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2018","1036.26411325","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2018","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2018","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2018","0.3504","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2018","7.988342404","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2018","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2018","27.073969","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2018","1071.676824654","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2019","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2019","1093.6365852572","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2019","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2019","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2019","0.35","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2019","10.861732196","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2019","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2019","29.70816","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2019","1134.5564774532","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2020","0","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2020","1099.744240724","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2020","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2020","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2020","0.35","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2020","11.774973","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2020","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2020","24.0633762","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2020","1135.932589924","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Guyana","2021","","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Guyana","2021","1105.886005744","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Guyana","2021","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Guyana","2021","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Guyana","2021","0.35","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Guyana","2021","12.764997944047","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Guyana","2021","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Guyana","2021","19.491145669834","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Guyana","2021","1138.4921493579","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Haiti","2000","283","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Haiti","2000","286.23616015085","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Haiti","2000","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Haiti","2000","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Haiti","2000","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Haiti","2000","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Haiti","2000","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Haiti","2000","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Haiti","2000","569.23616015085","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Haiti","2001","283","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Haiti","2001","286.23755245097","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Haiti","2001","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Haiti","2001","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Haiti","2001","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Haiti","2001","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Haiti","2001","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Haiti","2001","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Haiti","2001","569.23755245097","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Haiti","2002","260","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Haiti","2002","246.128999162","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Haiti","2002","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Haiti","2002","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Haiti","2002","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Haiti","2002","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Haiti","2002","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Haiti","2002","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Haiti","2002","506.128999162","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Haiti","2003","255","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Haiti","2003","268.12350547009","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Haiti","2003","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Haiti","2003","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Haiti","2003","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Haiti","2003","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Haiti","2003","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Haiti","2003","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Haiti","2003","523.12350547009","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Haiti","2004","260","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Haiti","2004","286.19565815324","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Haiti","2004","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Haiti","2004","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Haiti","2004","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Haiti","2004","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Haiti","2004","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Haiti","2004","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Haiti","2004","546.19565815324","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Haiti","2005","265","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Haiti","2005","291.34718","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Haiti","2005","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Haiti","2005","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Haiti","2005","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Haiti","2005","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Haiti","2005","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Haiti","2005","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Haiti","2005","556.34718","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Haiti","2006","271","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Haiti","2006","299.25875","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Haiti","2006","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Haiti","2006","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Haiti","2006","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Haiti","2006","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Haiti","2006","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Haiti","2006","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Haiti","2006","570.25875","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Haiti","2007","154","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Haiti","2007","625.49","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Haiti","2007","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Haiti","2007","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Haiti","2007","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Haiti","2007","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Haiti","2007","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Haiti","2007","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Haiti","2007","779.49","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Haiti","2008","181","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Haiti","2008","598.49","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Haiti","2008","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Haiti","2008","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Haiti","2008","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Haiti","2008","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Haiti","2008","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Haiti","2008","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Haiti","2008","779.49","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Haiti","2009","207","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Haiti","2009","328.985","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Haiti","2009","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Haiti","2009","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Haiti","2009","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Haiti","2009","","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Haiti","2009","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Haiti","2009","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Haiti","2009","535.985","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Haiti","2010","177","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Haiti","2010","471.55","GWh"
"Generación eléctrica por fuente","Nuclear","","","Caribe","Haiti","2010","","GWh"
"Generación eléctrica por fuente","Geotermia","","","Caribe","Haiti","2010","","GWh"
"Generación eléctrica por fuente","Eólica","","","Caribe","Haiti","2010","","GWh"
"Generación eléctrica por fuente","Solar","","","Caribe","Haiti","2010","0.46","GWh"
"Generación eléctrica por fuente","Otros","","","Caribe","Haiti","2010","","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Caribe","Haiti","2010","","GWh"
"Generación eléctrica por fuente","Total","","","Caribe","Haiti","2010","649.01","GWh"
"Generación eléctrica por fuente","Hidro","","","Caribe","Haiti","2011","121","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Caribe","Haiti","2011","565.5081169253","GWh"
